UID,Tag
100123,0.002081903
100124,0.009230964
100125,0.049501076
100126,0.001172517
100127,0.200973833
100128,0.004577905
100129,0.001916959
100130,0.232628583
100131,0.005025331
100132,0.000981227
100133,0.018426448
100134,0.001170488
100135,0.001171536
100136,0.001986512
100137,0.001336546
100138,0.003575049
100139,0.006243154
100140,0.000677859
100141,0.000798445
100142,0.001275375
100143,0.022051986
100144,1
100145,0.004929744
100146,0.017131845
100147,0.009734645
100148,0.011554733
100149,0.001295265
100150,0.001705301
100151,0.001271914
100152,0.003382164
100153,0.016014289
100154,0.205178426
100155,0.001223709
100156,0.000578959
100157,0.026692221
100158,0.039572335
100159,0.002133252
100160,0.009443223
100161,0.004531362
100162,0.001478682
100163,0.001478781
100164,0.01729926
100165,0.043992015
100166,0.006447115
100167,0.000537545
100168,0.41247335
100169,0.002145895
100170,1
100171,0.857313547
100172,1
100173,0.693226875
100174,0.001390971
100175,1
100176,0.016511047
100177,0.009181611
100178,0.004347716
100179,0.002042736
100180,0.001455502
100181,0.000965196
100182,0.00247652
100183,1
100184,0.312547674
100185,0.004649225
100186,0.007262888
100187,0.004234181
100188,0.001008545
100189,0.001062626
100190,0.000848036
100191,0.227215914
100192,0.006930878
100193,0.007326502
100194,0.001207765
100195,0.364707719
100196,0.004405512
100197,0.01775539
100198,0.006052708
100199,0.004405119
100200,0.001685524
100201,0.026417763
100202,0.003838248
100203,0.000725854
100204,0.009986311
100205,0.000612065
100206,0.00127449
100207,0.227045114
100208,0.064275798
100209,0.001940532
100210,0.001521217
100211,0.002478428
100212,0.000921539
100213,0.00098667
100214,0.016313364
100215,0.04870322
100216,0.038221052
100217,0.00245443
100218,0.001542358
100219,0.00929968
100220,0.001972226
100221,0.001706823
100222,1
100223,0.000619056
100224,0.108450613
100225,0.116669501
100226,0.004357857
100227,0.001153353
100228,0.001234471
100229,0.005887948
100230,0.001579995
100231,0.005892045
100232,0.000754385
100233,0.004771014
100234,0.001655533
100235,0.047996287
100236,0.002460573
100237,0.001204361
100238,0.000909747
100239,0.003984529
100240,0.005610093
100241,0.090787369
100242,0.009066506
100243,0.004716679
100244,0.467870668
100245,0.001036452
100246,0.030539956
100247,0.001059127
100248,0.059825052
100249,0.001362084
100250,0.000878972
100251,0.002571703
100252,0.041132334
100253,0.033105548
100254,0.001338375
100255,0.001640464
100256,0.000810422
100257,0.002160748
100258,0.001812807
100259,0.581416613
100260,0.115595065
100261,0.003126014
100262,0.001487911
100263,0.001326959
100264,0.002080189
100265,0.002013359
100266,0.001333437
100267,0.001431001
100268,0.443294627
100269,0.002387623
100270,0.004553594
100271,0.035495386
100272,0.003451913
100273,0.00069769
100274,0.001453102
100275,0.002162128
100276,0.045824094
100277,0.134532195
100278,0.005178207
100279,0.048252503
100280,0.001878145
100281,0.001447702
100282,0.004311485
100283,0.001403318
100284,0.002767279
100285,0.002016905
100286,0.368903408
100287,0.00078594
100288,0.00091188
100289,0.191768179
100290,0.177179475
100291,0.002639749
100292,1
100293,0.003234369
100294,0.010298224
100295,0.282782517
100296,0.094355418
100297,0.004075573
100298,0.004394059
100299,0.002760047
100300,0.001982519
100301,0.001219991
100302,0.002073187
100303,0.002508336
100304,0.001858007
100305,0.005044534
100306,0.012182988
100307,0.002687765
100308,0.002978304
100309,0.002102841
100310,0.002060368
100311,1
100312,0.026408283
100313,0.004806834
100314,0.289328721
100315,0.648540222
100316,0.002187021
100317,0.035396201
100318,0.000971134
100319,0.001551872
100320,0.003104069
100321,0.002018815
100322,0.004078793
100323,0.000674847
100324,0.058058345
100325,0.008914736
100326,0.001720549
100327,0.062750579
100328,0.038155932
100329,0.015336523
100330,0.02711528
100331,0.00262029
100332,0.0141486
100333,0.00392373
100334,0.071769095
100335,0.007416893
100336,1
100337,0.719930664
100338,0.018596223
100339,0.000734452
100340,0.001063326
100341,0.000850887
100342,0.664771301
100343,0.005691836
100344,0.000758715
100345,0.006891289
100346,0.00277044
100347,0.002256073
100348,0.011239121
100349,0.028397781
100350,0.053592094
100351,0.806740661
100352,0.000976936
100353,0.003537784
100354,0.048991425
100355,1
100356,0.001411866
100357,0.931071293
100358,0.001060609
100359,0.002574692
100360,0.110485176
100361,0.005570764
100362,0.003087474
100363,0.001471901
100364,0.521760405
100365,0.01136862
100366,0.001614802
100367,0.000508951
100368,0.001753771
100369,0.242979824
100370,1
100371,0.001497729
100372,0.005338758
100373,0.00272277
100374,0.013587745
100375,0.001527813
100376,0.003402552
100377,0.00474625
100378,0.001293713
100379,0.004447425
100380,0.003577285
100381,0.000581409
100382,0.002628283
100383,0.001949322
100384,0.033437291
100385,0.00174492
100386,0.002164062
100387,1
100388,0.004138596
100389,0.003013314
100390,0.025851312
100391,0.050608157
100392,0.001082794
100393,1
100394,0.000935858
100395,1
100396,0.002042299
100397,0.001357418
100398,0.082111576
100399,0.003681203
100400,0.100246173
100401,0.001448105
100402,0.000788874
100403,0.000985161
100404,0.001781685
100405,0.00279578
100406,0.000700793
100407,0.003042273
100408,0.002210812
100409,0.001017461
100410,0.040780923
100411,0.001553378
100412,0.002922335
100413,0.1959638
100414,1
100415,0.001529167
100416,0.004151825
100417,0.001859029
100418,0.018237661
100419,0.009068303
100420,0.121157356
100421,0.00067522
100422,0.004407621
100423,0.604675395
100424,1
100425,0.00078868
100426,0.001806785
100427,0.374242194
100428,0.008302372
100429,0.017486379
100430,0.00083846
100431,1
100432,0.001694293
100433,0.133143848
100434,0.00495643
100435,0.139795563
100436,0.001969803
100437,0.001124659
100438,0.593953873
100439,0.061024335
100440,0.002341204
100441,0.00168916
100442,0.015583113
100443,0.1212411
100444,0.094236559
100445,0.001652346
100446,0.026821685
100447,0.047432492
100448,1
100449,0.075033013
100450,1
100451,0.000719328
100452,0.001661706
100453,0.00181878
100454,0.000794062
100455,0.006452676
100456,0.002580021
100457,0.004075453
100458,0.010417079
100459,0.972707566
100460,0.001547412
100461,0.009143647
100462,0.006599704
100463,0.006235512
100464,0.733637364
100465,0.032499787
100466,0.018247517
100467,0.041513653
100468,0.014417835
100469,0.014830088
100470,0.002057261
100471,0.002731722
100472,0.013151227
100473,0.007468006
100474,0.011565012
100475,0.004236835
100476,0.001880579
100477,0.062716979
100478,0.001824225
100479,0.012656939
100480,0.003511707
100481,0.020573929
100482,0.002040576
100483,0.001774847
100484,0.001838101
100485,0.026926771
100486,0.002457175
100487,0.004029943
100488,0.003052111
100489,0.968341379
100490,0.009774742
100491,0.001045451
100492,0.00307105
100493,0.000814438
100494,0.004976892
100495,0.001526874
100496,0.019790697
100497,0.931629628
100498,0.005898124
100499,0.011983556
100500,1
100501,0.002980635
100502,0.368674485
100503,0.000776662
100504,0.001642011
100505,0.001649985
100506,0.00274848
100507,0.010590678
100508,0.902540544
100509,0.00339611
100510,0.002947654
100511,0.002007599
100512,0.010919507
100513,0.020272535
100514,0.102654992
100515,0.006164134
100516,0.013653389
100517,0.001527362
100518,0.001414145
100519,0.01309201
100520,0.001787826
100521,0.00372717
100522,0.612856608
100523,0.006399623
100524,0.00241408
100525,0.055153538
100526,0.006920753
100527,0.000800641
100528,1
100529,0.00214956
100530,0.002155139
100531,0.00189977
100532,1
100533,0.001932276
100534,0.001313374
100535,0.001378644
100536,0.122123538
100537,0.026524603
100538,1
100539,0.001837633
100540,1
100541,0.001885406
100542,0.120135323
100543,0.001247993
100544,0.001621087
100545,0.000663786
100546,0.005324701
100547,0.000904741
100548,0.002084835
100549,0.001592207
100550,0.000772968
100551,0.002680636
100552,0.127618522
100553,0.023933963
100554,0.002579394
100555,0.000728441
100556,0.002368032
100557,0.012696954
100558,0.007170365
100559,0.302088798
100560,0.001649879
100561,1
100562,0.001913954
100563,0.001745378
100564,0.001079888
100565,0.003018216
100566,0.001079539
100567,0.003240689
100568,0.003242696
100569,0.001734417
100570,0.001960012
100571,0.016036327
100572,0.118960238
100573,0.003206698
100574,0.008561447
100575,0.005896493
100576,0.01189196
100577,0.002495211
100578,0.005025873
100579,0.002556802
100580,0.001773798
100581,0.0022859
100582,0.01066293
100583,0.056204678
100584,0.004927727
100585,0.015098772
100586,0.387724269
100587,0.000619456
100588,0.001158299
100589,0.004410987
100590,0.003985447
100591,0.012281472
100592,0.001868784
100593,0.001345541
100594,0.001684474
100595,0.003225079
100596,0.001357083
100597,0.068001802
100598,0.027548206
100599,0.002189604
100600,0.039352353
100601,0.001371804
100602,0.131256847
100603,0.003623885
100604,0.000590384
100605,0.001037753
100606,0.148769257
100607,0.054058453
100608,0.001176887
100609,0.59307118
100610,0.00163524
100611,0.002885256
100612,0.001398969
100613,0.000916402
100614,0.048468625
100615,0.003139233
100616,0.000547927
100617,0.004399538
100618,0.014947303
100619,0.000787024
100620,0.003479107
100621,0.26402403
100622,0.00163618
100623,0.004182007
100624,1
100625,0.025715629
100626,0.001141857
100627,0.001906638
100628,0.082790137
100629,0.002919509
100630,0.005504773
100631,0.001156069
100632,0.004918957
100633,1
100634,0.001140348
100635,0.006741902
100636,0.001700184
100637,0.0386011
100638,0.002269191
100639,0.00068155
100640,0.498841629
100641,0.118488932
100642,1
100643,0.029435263
100644,0.000954461
100645,1
100646,0.00223177
100647,0.002390693
100648,0.002545688
100649,0.004274449
100650,0.001957127
100651,0.040528867
100652,0.003807022
100653,0.393749484
100654,0.004741084
100655,0.004002449
100656,0.196222643
100657,0.06564992
100658,0.03055942
100659,0.002809051
100660,0.294790051
100661,0.009474464
100662,0.001831902
100663,0.002556452
100664,0.241108199
100665,0.000650432
100666,0.001751578
100667,0.000936757
100668,0.921323281
100669,0.002568501
100670,0.001970674
100671,0.295407637
100672,1
100673,0.002114284
100674,0.457806143
100675,0.001233407
100676,0.013183037
100677,0.061961131
100678,0.003990851
100679,0.000876719
100680,0.006820528
100681,0.012666346
100682,0.00112267
100683,0.003061462
100684,0.004537158
100685,0.000880813
100686,0.005529501
100687,0.005241201
100688,0.002138029
100689,0.002284138
100690,0.001159022
100691,0.002103798
100692,0.002244045
100693,0.002302202
100694,0.001223581
100695,0.020906397
100696,0.009139113
100697,0.098356424
100698,0.001073462
100699,0.011567735
100700,0.002756638
100701,1
100702,0.003196325
100703,0.015252854
100704,0.013594906
100705,0.003421954
100706,0.002525275
100707,0.001029837
100708,0.004046683
100709,0.000758867
100710,0.17356112
100711,0.00150705
100712,0.491683543
100713,0.013433643
100714,0.006472441
100715,0.028661993
100716,0.005340097
100717,0.00104438
100718,0.000824808
100719,0.029918714
100720,0.01059244
100721,0.001834566
100722,0.002848414
100723,0.001218336
100724,0.001422496
100725,0.00137819
100726,0.002328421
100727,0.009878291
100728,0.000724877
100729,0.001733392
100730,0.001919952
100731,0.044899985
100732,0.002157816
100733,0.00301685
100734,0.002122505
100735,0.001781071
100736,0.056041361
100737,0.092373416
100738,0.000888344
100739,0.002217094
100740,0.013803357
100741,0.354071305
100742,0.008508816
100743,0.000777043
100744,0.000866343
100745,0.14145468
100746,0.595271627
100747,0.000771842
100748,0.002221605
100749,0.000784275
100750,0.002627299
100751,0.489703373
100752,0.006158519
100753,0.0009624
100754,0.004004897
100755,0.001220607
100756,0.215989941
100757,0.011705453
100758,0.002516196
100759,0.005576632
100760,0.002318321
100761,0.001394635
100762,0.001987174
100763,0.001392386
100764,0.011056152
100765,0.000887879
100766,0.001144225
100767,0.005082716
100768,0.052319016
100769,0.005251644
100770,0.001418686
100771,0.000774638
100772,0.032615382
100773,0.001834168
100774,0.00142136
100775,0.026706437
100776,0.045663032
100777,0.002966951
100778,0.000718532
100779,0.000860102
100780,0.001288904
100781,0.001159516
100782,0.002824717
100783,0.599933707
100784,0.005805903
100785,0.004713277
100786,0.019520373
100787,0.004188982
100788,0.001389464
100789,0.498386331
100790,0.001391202
100791,0.004826268
100792,0.002549191
100793,0.001595771
100794,0.000708567
100795,0.001236292
100796,0.002976199
100797,0.03350132
100798,0.001193441
100799,0.000943188
100800,0.003435611
100801,0.001687447
100802,0.065687102
100803,0.009135742
100804,0.001302946
100805,0.004258244
100806,0.010142913
100807,0.00114748
100808,0.033067893
100809,0.000943742
100810,0.001848531
100811,0.004470174
100812,0.001533757
100813,0.004231425
100814,0.001984171
100815,0.005654464
100816,0.006347903
100817,0.006496053
100818,0.001087023
100819,1
100820,0.01332497
100821,0.024104317
100822,0.003254725
100823,0.000932667
100824,0.001534458
100825,0.031557281
100826,0.035556796
100827,0.460585825
100828,0.004567238
100829,0.000592504
100830,0.031644463
100831,0.132236474
100832,0.002634352
100833,0.002051138
100834,0.00099211
100835,0.146039676
100836,0.001205055
100837,0.990050827
100838,0.001714932
100839,0.001418754
100840,1
100841,0.005020395
100842,0.000829321
100843,0.024346806
100844,0.007187637
100845,0.458401897
100846,0.001469948
100847,0.002046728
100848,0.338438361
100849,0.007652144
100850,0.001272336
100851,0.001426045
100852,0.003557929
100853,0.00718872
100854,0.048208043
100855,0.027379344
100856,0.003915423
100857,0.040658721
100858,0.000546906
100859,1
100860,0.00306888
100861,0.334394076
100862,0.001309928
100863,0.002476285
100864,0.001304914
100865,0.012708872
100866,0.005230203
100867,0.221919378
100868,0.010814501
100869,0.003465357
100870,0.001179352
100871,0.028925443
100872,0.001895154
100873,0.00151247
100874,0.000814721
100875,0.027087478
100876,0.006710221
100877,0.002209812
100878,0.001940942
100879,0.130788955
100880,0.013103596
100881,0.051191325
100882,1
100883,0.001232297
100884,0.000969999
100885,0.002245856
100886,0.002567135
100887,0.001525533
100888,0.002396666
100889,0.021886169
100890,0.001953275
100891,0.005722194
100892,0.005044654
100893,0.008541706
100894,0.004883342
100895,0.004544221
100896,0.00383844
100897,0.811514485
100898,0.028873928
100899,0.002888418
100900,0.012641546
100901,0.001717244
100902,0.012418523
100903,0.010317366
100904,0.001103771
100905,0.001257667
100906,0.001496188
100907,0.001517247
100908,0.002388583
100909,1
100910,0.061569721
100911,1
100912,0.000894574
100913,0.20088202
100914,0.012067276
100915,0.004570689
100916,0.021780286
100917,0.528549494
100918,1
100919,0.000933995
100920,0.001310031
100921,0.004944463
100922,0.002927413
100923,0.027381995
100924,0.001759499
100925,0.251103775
100926,0.000885994
100927,0.001979837
100928,1
100929,0.002126728
100930,0.001985521
100931,0.007875371
100932,0.000533135
100933,0.004705479
100934,0.000938158
100935,0.034572399
100936,0.002344327
100937,0.012280971
100938,0.003057829
100939,0.009997754
100940,0.001352507
100941,0.00209401
100942,0.00620156
100943,0.011170567
100944,0.001308608
100945,0.063508431
100946,0.001891288
100947,0.001313677
100948,0.002912455
100949,0.00391402
100950,0.001572691
100951,0.022372346
100952,0.003195302
100953,0.006299938
100954,0.00312109
100955,0.001818566
100956,0.003963724
100957,0.001333448
100958,0.024619804
100959,0.000856279
100960,0.046492392
100961,0.001572108
100962,0.001910335
100963,0.001921128
100964,0.002722343
100965,0.030947475
100966,0.000936407
100967,0.001571924
100968,0.495510302
100969,0.054946872
100970,1
100971,0.426164875
100972,0.003165637
100973,0.001302782
100974,0.006772517
100975,0.000829211
100976,0.00301841
100977,0.003165715
100978,0.001226175
100979,0.001879231
100980,0.001077854
100981,0.004548757
100982,0.009308763
100983,0.001454099
100984,1
100985,1
100986,0.002870363
100987,0.001888472
100988,0.002708841
100989,0.195025856
100990,0.442303882
100991,0.176078889
100992,0.039273516
100993,0.018360444
100994,0.003569678
100995,0.022399589
100996,0.328238163
100997,0.002634547
100998,0.00113629
100999,0.003765811
101000,0.003119737
101001,0.003527836
101002,0.003840442
101003,0.006061505
101004,0.00098144
101005,0.599935872
101006,0.003667182
101007,0.022772852
101008,0.009535725
101009,0.024066539
101010,0.001963367
101011,1
101012,0.03381542
101013,0.000793026
101014,0.002722921
101015,0.002660324
101016,0.078588619
101017,0.001187219
101018,0.143771746
101019,0.033633208
101020,0.003530922
101021,0.003135257
101022,0.038405388
101023,0.00075886
101024,0.034446591
101025,0.001349942
101026,0.001071035
101027,0.002639536
101028,0.085979972
101029,1
101030,0.044453343
101031,0.000768482
101032,0.003450853
101033,0.001404865
101034,0.001525147
101035,0.002077827
101036,0.01229148
101037,0.690353339
101038,0.001446713
101039,0.005251134
101040,0.00290859
101041,0.002821199
101042,0.002290366
101043,0.043591173
101044,0.003774525
101045,0.010625147
101046,0.003675094
101047,0.046619674
101048,0.055904426
101049,0.001897316
101050,0.237188377
101051,0.001856601
101052,0.014386386
101053,0.035051489
101054,1
101055,0.005824887
101056,0.000951739
101057,0.002220414
101058,1
101059,0.004831889
101060,0.001139236
101061,0.001265321
101062,0.006420221
101063,0.003138747
101064,0.005124259
101065,0.077770938
101066,0.013551021
101067,0.006658688
101068,0.000947077
101069,0.012837675
101070,0.009251924
101071,0.002212491
101072,0.000828103
101073,0.006919786
101074,0.004513794
101075,1
101076,1
101077,0.07383531
101078,0.656035963
101079,0.149450578
101080,0.032338641
101081,0.001198364
101082,0.009136278
101083,0.010636891
101084,0.012308977
101085,0.004322372
101086,0.001243951
101087,0.311214735
101088,0.031524079
101089,0.003346506
101090,0.001917096
101091,0.002544512
101092,0.003283894
101093,0.001775362
101094,0.075239596
101095,1
101096,0.001294216
101097,0.002604848
101098,0.003656251
101099,0.00404296
101100,0.004241829
101101,0.0003567
101102,0.035849937
101103,0.003454028
101104,0.024652679
101105,0.003976383
101106,0.006054839
101107,0.045224474
101108,0.006647549
101109,0.000791048
101110,0.001360202
101111,0.000906683
101112,0.002264988
101113,0.001422689
101114,0.000489785
101115,0.059370611
101116,0.002954303
101117,0.003048267
101118,0.00260337
101119,0.003881671
101120,0.00220552
101121,0.002228951
101122,0.003597773
101123,0.001387297
101124,0.001455645
101125,0.002908624
101126,0.001018531
101127,0.154580062
101128,1
101129,0.123365621
101130,0.001073965
101131,0.006826519
101132,0.099865476
101133,0.001056565
101134,0.002945275
101135,0.001507949
101136,0.001054121
101137,0.301481052
101138,0.006286273
101139,0.72620245
101140,0.089761339
101141,1
101142,0.001341823
101143,0.077225274
101144,0.00072946
101145,0.001506525
101146,0.025035373
101147,0.001135984
101148,0.001261453
101149,0.002430169
101150,0.036102677
101151,1
101152,0.113299256
101153,0.0073179
101154,0.001840339
101155,0.001713588
101156,0.000920694
101157,0.001281568
101158,0.001412821
101159,0.001037613
101160,0.002878203
101161,0.002690473
101162,0.087134918
101163,0.03057749
101164,0.001223077
101165,0.029070515
101166,0.008878996
101167,0.008492032
101168,0.004583694
101169,0.109102201
101170,0.002418754
101171,0.337457456
101172,0.008831295
101173,0.005198117
101174,0.002095446
101175,0.042511483
101176,0.004126037
101177,0.002485334
101178,0.239628153
101179,1
101180,1
101181,0.151541485
101182,1
101183,0.002580853
101184,0.001126744
101185,0.0017507
101186,0.004520031
101187,0.001267489
101188,0.01417134
101189,0.072224292
101190,0.001067791
101191,0.138102667
101192,0.046570214
101193,0.839062656
101194,0.480893045
101195,0.00444703
101196,0.010218154
101197,0.010583367
101198,0.00166942
101199,0.002042243
101200,0.023343049
101201,0.001478466
101202,0.003571996
101203,0.000779252
101204,0.003033762
101205,0.014379822
101206,0.001179399
101207,0.39886387
101208,1
101209,0.000969319
101210,0.970423831
101211,0.001717463
101212,0.01626899
101213,0.0027304
101214,0.017886439
101215,0.892278853
101216,0.003683292
101217,0.339378927
101218,0.001740986
101219,0.000914165
101220,0.002189003
101221,0.066133838
101222,0.003081649
101223,1
101224,0.975024163
101225,0.002781192
101226,0.001838472
101227,0.011856981
101228,0.005962749
101229,0.031563285
101230,0.008345192
101231,0.0039919
101232,0.000611985
101233,0.006130492
101234,0.001286134
101235,0.001937282
101236,0.000936273
101237,0.000811036
101238,0.077926901
101239,0.02235954
101240,0.025485654
101241,0.296232353
101242,0.018484665
101243,0.00115701
101244,0.000994902
101245,0.000597794
101246,1
101247,0.001618022
101248,0.046998204
101249,0.011764409
101250,0.001204458
101251,0.001700467
101252,0.003645749
101253,0.058689335
101254,0.003106641
101255,0.006687605
101256,0.001868985
101257,0.000846837
101258,0.000973362
101259,0.001673569
101260,0.001254386
101261,0.001410563
101262,0.002588978
101263,0.002050959
101264,0.000946837
101265,0.003423349
101266,0.001774544
101267,0.056644446
101268,0.007834867
101269,0.004574589
101270,0.002359639
101271,0.002631945
101272,0.002652433
101273,0.021727904
101274,0.014855851
101275,0.001501887
101276,0.001595233
101277,0.008106747
101278,0.000579812
101279,0.001904963
101280,0.002895914
101281,0.001603666
101282,0.007121237
101283,0.03770199
101284,0.044276537
101285,0.00364751
101286,1
101287,0.002974148
101288,0.000649718
101289,0.001418228
101290,0.002322616
101291,0.002551544
101292,0.002513301
101293,0.01837818
101294,0.004415841
101295,0.283982543
101296,0.001328439
101297,0.002617419
101298,0.976775561
101299,0.004660512
101300,0.00091081
101301,0.001050739
101302,0.032384656
101303,0.003885835
101304,0.041651583
101305,0.000696751
101306,0.000836923
101307,0.000860911
101308,0.000489622
101309,0.00105459
101310,0.000996106
101311,0.162648625
101312,0.015639184
101313,0.005767933
101314,0.001796658
101315,0.000504006
101316,0.002196534
101317,0.000990304
101318,0.68763209
101319,0.002542082
101320,0.001595488
101321,0.005722012
101322,0.001490976
101323,0.030186888
101324,0.002685816
101325,0.003926961
101326,0.496558902
101327,0.021970888
101328,0.003801098
101329,0.727208045
101330,0.024302901
101331,0.000794691
101332,0.002366757
101333,0.001292496
101334,0.002367426
101335,0.001772465
101336,0.024471044
101337,0.002912642
101338,0.988103656
101339,0.000892338
101340,0.020549893
101341,1
101342,0.001775619
101343,0.021974305
101344,0.035472294
101345,1
101346,0.002639204
101347,0.02616433
101348,0.000468153
101349,0.026472758
101350,0.000638348
101351,0.001451829
101352,0.001208484
101353,0.002973544
101354,0.871211222
101355,0.040179222
101356,0.134288527
101357,0.001495608
101358,0.001095079
101359,0.001370781
101360,0.02374652
101361,0.04172545
101362,0.001057893
101363,0.001552263
101364,0.024132732
101365,0.017874376
101366,0.002586545
101367,0.000997607
101368,0.011695526
101369,0.001949082
101370,1
101371,0.00137791
101372,0.017976191
101373,0.988601349
101374,0.050082715
101375,0.008906145
101376,0.002515228
101377,0.002249281
101378,0.003688836
101379,0.003629671
101380,0.001689122
101381,0.014376387
101382,0.093984861
101383,0.895510871
101384,0.226145893
101385,0.005228071
101386,0.005464575
101387,0.003702369
101388,0.00094236
101389,0.001050697
101390,0.002568669
101391,0.0140263
101392,0.001284119
101393,0.003197751
101394,0.004766288
101395,0.003378932
101396,0.002265982
101397,0.002218904
101398,0.00770759
101399,0.001839491
101400,0.080643504
101401,0.080806932
101402,0.001613708
101403,0.295807669
101404,0.001581449
101405,0.001055506
101406,0.048563973
101407,0.002983428
101408,0.206327889
101409,0.008925883
101410,0.002998609
101411,0.000645655
101412,0.001030506
101413,0.02337518
101414,0.01476372
101415,0.00277129
101416,0.001094238
101417,0.006754271
101418,0.015796323
101419,0.001855358
101420,0.027069917
101421,0.004201549
101422,0.012780896
101423,0.378442978
101424,0.006611769
101425,0.000945541
101426,0.138818711
101427,0.000764156
101428,0.003794617
101429,0.001066789
101430,0.002703644
101431,0.005544245
101432,0.879726835
101433,0.003003649
101434,0.014905359
101435,0.032480511
101436,0.002060231
101437,0.006122309
101438,0.004220384
101439,0.001368652
101440,0.005428914
101441,0.000652327
101442,0.006830231
101443,0.001226989
101444,0.035601706
101445,0.002477765
101446,0.001545818
101447,0.001239273
101448,0.855150564
101449,0.010565909
101450,0.047019918
101451,0.006667318
101452,1
101453,0.003794248
101454,0.01588139
101455,0.029832703
101456,0.004019694
101457,0.002273816
101458,0.001075073
101459,0.341327288
101460,0.001120876
101461,0.000687991
101462,0.039581167
101463,0.001730969
101464,0.002629352
101465,0.002746682
101466,0.001442426
101467,0.37914296
101468,0.002142672
101469,0.008768602
101470,0.73819825
101471,0.051617434
101472,0.001525822
101473,0.00080755
101474,0.10702456
101475,0.002215773
101476,0.009403593
101477,0.030512027
101478,0.003324187
101479,0.000953299
101480,0.020457211
101481,0.014791835
101482,0.00227319
101483,0.007030796
101484,0.033136091
101485,0.002439816
101486,0.002911033
101487,0.00086215
101488,0.027753804
101489,0.547880757
101490,0.00075127
101491,0.002933384
101492,0.004855201
101493,1
101494,0.000837974
101495,0.044389342
101496,0.001642605
101497,1
101498,0.001533784
101499,0.002708762
101500,0.040524857
101501,0.004134311
101502,0.003131381
101503,0.003730064
101504,0.001335774
101505,0.001883858
101506,0.024907533
101507,1
101508,1
101509,0.003291044
101510,0.020726716
101511,0.011589867
101512,0.001216602
101513,0.003855585
101514,0.00105324
101515,0.009889864
101516,0.002606053
101517,0.348538446
101518,0.023617638
101519,0.004230099
101520,0.00258967
101521,0.003459625
101522,0.001524183
101523,0.002973963
101524,0.001954745
101525,0.016841002
101526,0.071246339
101527,0.002567274
101528,0.054563959
101529,0.000349723
101530,0.004559083
101531,0.001163086
101532,0.001962529
101533,1
101534,0.040736887
101535,0.088446168
101536,0.568769783
101537,0.001518066
101538,0.005209987
101539,0.002295041
101540,0.04436444
101541,0.036874289
101542,0.002866253
101543,0.137327588
101544,0.004442605
101545,0.002103241
101546,0.016147026
101547,0.001603768
101548,0.001169535
101549,0.002273346
101550,0.023100628
101551,0.000832675
101552,0.023436993
101553,0.263700993
101554,0.011789363
101555,0.001453535
101556,0.001809776
101557,0.002931895
101558,0.042337002
101559,0.016765332
101560,0.457747832
101561,0.003580956
101562,0.00232571
101563,0.001572835
101564,0.003929024
101565,1
101566,0.967555169
101567,0.046371247
101568,0.491912721
101569,0.001527298
101570,0.060124624
101571,0.001494065
101572,0.003219997
101573,0.017684668
101574,0.349448755
101575,0.094030203
101576,0.033208575
101577,0.058359353
101578,0.004709697
101579,0.002604006
101580,0.001570376
101581,0.014322644
101582,0.000864663
101583,0.39840472
101584,0.000590491
101585,0.001742054
101586,0.131107253
101587,0.003415026
